,class_normal,method,best_threshold,best_roc_score
0,1,rmse,0.0705372732281685,0.9545156110729168
0,1,euclid_dist,1.9750436977624897,0.9545156110729168
0,1,mse,0.011551855932455507,0.947461275980092
0,1,rmse,0.10822756737172606,0.9466810708976132
0,1,euclid_dist,3.0303718461513514,0.9466810708976132
0,1,mse,0.010739105902705343,0.9442651098901099
0,1,rmse,0.11115296646654604,0.9442565247252747
0,1,euclid_dist,3.11228334980011,0.9442565247252747
0,1,mse,0.00555310560890939,0.9512234898819159
0,1,rmse,0.07862321731038396,0.951177395826337
0,1,euclid_dist,2.201450190663338,0.951177395826337
0,1,mse,0.005927380501851439,0.957760625557041
0,1,rmse,0.0760840901322663,0.957675328654189
0,1,euclid_dist,2.1303544355034827,0.957675328654189
0,1,mse,0.005493820205470547,0.9511234917035335
0,1,rmse,0.07555691830068823,0.9503868976411652
0,1,euclid_dist,2.115593681037426,0.9503868976411652
0,1,mse,0.0073382052211090915,0.9561124425699364
0,1,rmse,0.08094145632013681,0.9561427928540779
0,1,euclid_dist,2.2663608906805512,0.9561427928540779
0,1,mse,0.006754263814829756,0.9492755784842292
0,1,rmse,0.08100347647070885,0.9497176980043179
0,1,euclid_dist,2.268097270011901,0.9497176980043179
0,2,mse,0.006816792810335756,0.8045606888186171
0,2,rmse,0.08265685759559273,0.804226761837317
0,2,euclid_dist,2.3143920227527612,0.804226761837317
0,2,mse,0.01033380780275911,0.7954760937288365
0,2,rmse,0.09979316919073462,0.7966546524043476
0,2,euclid_dist,2.7942087332367898,0.7966546524043476
0,2,mse,0.007109462223015725,0.7957690393230463
0,2,rmse,0.08128039162605999,0.7964297027014797
0,2,euclid_dist,2.27585105919838,0.7964297027014797
0,2,mse,0.005529471586691217,0.7915816352197956
0,2,rmse,0.07516626119613651,0.7932645469940098
0,2,euclid_dist,2.1046554672718054,0.7932645469940098
0,2,mse,0.00713303466513753,0.814194262775718
0,2,rmse,0.08107429815828802,0.8172868732354734
0,2,euclid_dist,2.2700803338885303,0.8172868732354734
0,2,mse,0.007712346166931091,0.7929129205183403
0,2,rmse,0.08791398222520946,0.7934088894516905
0,2,euclid_dist,2.4615913968324676,0.7934088894516905
0,2,mse,0.00668532433062792,0.7954261172950746
0,2,rmse,0.08201576291918757,0.7952736860707962
0,2,euclid_dist,2.296441365814209,0.7952736860707962
0,2,mse,0.006859908589627593,0.783134144527036
0,2,rmse,0.08413200777731836,0.7831712265410761
0,2,euclid_dist,2.355696246111394,0.7831712265410761
0,2,mse,0.006469178301282226,0.8075934167765175
0,2,rmse,0.07926042101159692,0.8068490259236138
0,2,euclid_dist,2.219291617012023,0.8068490259236138
0,2,mse,0.005618620950495823,0.8071749689125935
0,2,rmse,0.0742661661464721,0.8048758784761322
0,2,euclid_dist,2.079452677142621,0.8048758784761322
0,2,mse,0.013037851971387862,0.8219188713105163
0,2,rmse,0.1146737499367446,0.8207015184995381
0,2,euclid_dist,3.210864680290221,0.8207015184995381
0,2,mse,0.009832869561575357,0.8155775288960638
0,2,rmse,0.09859598874896769,0.8152221437460061
0,2,euclid_dist,2.7606873434901242,0.8152221437460061
0,2,mse,0.005998176038265229,0.8042720164752117
0,2,rmse,0.07874058008193967,0.8040617721116645
0,2,euclid_dist,2.204736309051514,0.8040617721116645
0,2,mse,0.011319637057930232,0.8016634460526147
0,2,rmse,0.1070274759560823,0.8020949243387794
0,2,euclid_dist,2.9967692267417902,0.8020949243387794
0,2,mse,0.006966634301841261,0.8042141717152473
0,2,rmse,0.0835288222916424,0.8041027883336479
0,2,euclid_dist,2.3388070366382614,0.8041027883336479
0,2,mse,0.005999945506267251,0.8207391848970156
0,2,rmse,0.0773618472840637,0.8211859126164707
0,2,euclid_dist,2.1661318264007563,0.8211859126164707
0,2,mse,0.006910508032655345,0.819946411955291
0,2,rmse,0.08395585723668336,0.8205349835760491
0,2,euclid_dist,2.3507639602661135,0.8205349835760491
0,2,mse,0.007167483477853238,0.8094765986387116
0,2,rmse,0.08379495942033828,0.8094597329570008
0,2,euclid_dist,2.3462588708996774,0.8094597329570008
0,2,mse,0.007167483477853238,0.8094765986387116
0,2,rmse,0.08379495942033828,0.8094597329570008
0,2,euclid_dist,2.3462588708996774,0.8094597329570008
0,2,mse,0.007472243706695735,0.819253475995821
0,2,rmse,0.08657153424434368,0.8201264189705583
0,2,euclid_dist,2.4240028472781177,0.8201264189705583
0,2,mse,0.005713197228312492,0.7952536813155331
0,2,rmse,0.08058444930240516,0.7938517017131725
0,2,euclid_dist,2.2563645386695868,0.7938517017131725
0,2,mse,0.008026406931225211,0.7996105061666935
0,2,rmse,0.09093795678466561,0.7992064632838081
0,2,euclid_dist,2.5462626629590996,0.7992064632838081
0,2,mse,0.01033380780275911,0.7954760937288365
0,2,rmse,0.09979316919073462,0.7966546524043476
0,2,euclid_dist,2.7942087332367898,0.7966546524043476
0,2,mse,0.006878823235863819,0.8017451779989747
0,2,rmse,0.07699730706214906,0.80253952494902
0,2,euclid_dist,2.1559245052337648,0.80253952494902
0,2,mse,0.006150876140780745,0.800499215207534
0,2,rmse,0.08281150871515276,0.8004919486106267
0,2,euclid_dist,2.3187221527099617,0.8004919486106267
0,2,mse,0.005702317318506539,0.7993351733460254
0,2,rmse,0.07627101887762545,0.7975622429039373
0,2,euclid_dist,2.135588616800309,0.7975622429039373
0,2,mse,0.0069407734549604356,0.7994035496133662
0,2,rmse,0.08178536719083783,0.7992122305519418
0,2,euclid_dist,2.2899903488159175,0.7992122305519418
0,2,mse,0.0068888945333659656,0.8030237916287242
0,2,rmse,0.07914018720388416,0.8039628103163319
0,2,euclid_dist,2.2159252130985245,0.8039628103163319
0,2,mse,0.007231003420427443,0.7954722652764079
0,2,rmse,0.08485304254293442,0.7962448922079752
0,2,euclid_dist,2.375885139584542,0.7962448922079752
0,2,mse,0.007105546747520565,0.8094749264963946
0,2,rmse,0.08422903843708338,0.8094749264963946
0,2,euclid_dist,2.358413123822212,0.8094749264963946
0,2,mse,0.0067903387248516075,0.7992161042202761
0,2,rmse,0.08468309596180916,0.799966344367239
0,2,euclid_dist,2.3711268444061266,0.799966344367239
0,2,mse,0.006623569072876126,0.8174249182277729
0,2,rmse,0.0801018777888268,0.8180092525361492
0,2,euclid_dist,2.2428525641441355,0.8180092525361492
0,2,mse,0.007286628766544163,0.7958664196795212
0,2,rmse,0.0888229153677821,0.7954310770773847
0,2,euclid_dist,2.4870413875579844,0.7954310770773847
0,2,mse,0.0061388966757804165,0.8084880937566339
0,2,rmse,0.07829838974401351,0.8084880937566339
0,2,euclid_dist,2.192355002403259,0.8084880937566339
0,2,mse,0.00873852276755497,0.8068941070711374
0,2,rmse,0.09500252243131402,0.8073106895855291
0,2,euclid_dist,2.660070626735689,0.8073106895855291
0,2,mse,0.00820777455344796,0.8042990732723283
0,2,rmse,0.09018155749887224,0.8051861879318981
0,2,euclid_dist,2.525083630084992,0.8051861879318981
0,2,mse,0.006959125351626425,0.8055848324226239
0,2,rmse,0.0774769143462181,0.8044251273970079
0,2,euclid_dist,2.1693534336090092,0.8044251273970079
0,2,mse,0.01033380780275911,0.7954760937288365
0,2,rmse,0.09979316919073462,0.7966546524043476
0,2,euclid_dist,2.7942087332367898,0.7966546524043476
0,2,mse,0.006910508032655345,0.819946411955291
0,2,rmse,0.08395585723668336,0.8205349835760491
0,2,euclid_dist,2.3507639602661135,0.8205349835760491
0,2,mse,0.006711388943716883,0.8026238033835871
0,2,rmse,0.07493772421181198,0.8018293087939924
0,2,euclid_dist,2.0982562645912175,0.8018293087939924
0,2,mse,0.006859061815962198,0.7954626145630946
0,2,rmse,0.08282738152891397,0.7954626145630946
0,2,euclid_dist,2.319166743373871,0.7954626145630946
0,2,mse,0.006588943419046701,0.8051211502941922
0,2,rmse,0.08186069429554045,0.8047099923238357
0,2,euclid_dist,2.2920994578719136,0.8047099923238357
0,2,mse,0.0067903387248516075,0.7992161042202761
0,2,rmse,0.08468309596180916,0.799966344367239
0,2,euclid_dist,2.3711268444061266,0.799966344367239
0,2,mse,0.007774147576093675,0.7985145832351694
0,2,rmse,0.09181682056076823,0.7984901824839628
0,2,euclid_dist,2.570870901918412,0.7984901824839628
0,2,mse,0.007222519192146134,0.8008912526984815
0,2,rmse,0.08431397080421452,0.8010803402369667
0,2,euclid_dist,2.3607911138534545,0.8010803402369667
0,2,mse,0.01646038990616798,0.8112041420701459
0,2,rmse,0.1253614512726664,0.8111855786582183
0,2,euclid_dist,3.5101204394578924,0.8111855786582183
0,2,mse,0.007195908173639326,0.7999205139130598
0,2,rmse,0.08389765441417692,0.8002850033967681
0,2,euclid_dist,2.349134422302247,0.8002850033967681
0,2,mse,0.008473615609668195,0.8092087899553977
0,2,rmse,0.09197350413203244,0.8092087899553977
0,2,euclid_dist,2.575258119773864,0.8092087899553977
0,2,mse,0.005391452899016438,0.8053207789640174
0,2,rmse,0.07673184784799812,0.8039827289160029
0,2,euclid_dist,2.1484916194200503,0.8039827289160029
0,2,mse,0.0070044408121611905,0.7916310078220975
0,2,rmse,0.08450197836756708,0.790737484799239
0,2,euclid_dist,2.366055537700653,0.790737484799239
0,3,mse,0.009791606432385741,0.8444421342998294
0,3,rmse,0.09668064014911655,0.8445482298302984
0,3,euclid_dist,2.7070581550598134,0.8445482298302984
0,3,mse,0.0069574030465446406,0.8257251120019697
0,3,rmse,0.08388499360084534,0.8264943782008471
0,3,euclid_dist,2.348779919338226,0.8264943782008471
0,3,mse,0.0062041172128170724,0.8427808690919669
0,3,rmse,0.08033335196971891,0.8419193821601605
0,3,euclid_dist,2.2493338832855225,0.8419193821601605
0,3,mse,0.008219265891239048,0.8328230415836881
0,3,rmse,0.08986558958888054,0.8320143619118068
0,3,euclid_dist,2.51623676419258,0.8320143619118068
0,3,mse,0.00817693022242747,0.8350979271068062
0,3,rmse,0.09044459807686506,0.8350979271068062
0,3,euclid_dist,2.532448871433736,0.8350979271068062
0,3,mse,0.005715886451024563,0.8368201928462813
0,3,rmse,0.07502563609555367,0.8369928965223298
0,3,euclid_dist,2.100717835474014,0.8369928965223298
0,3,mse,0.008326633823709562,0.8402207089826554
0,3,rmse,0.09181046486049887,0.8395493171821384
0,3,euclid_dist,2.5706931066513055,0.8395493171821384
0,3,mse,0.006902640220522881,0.8284562349146561
0,3,rmse,0.07967321271374819,0.8301187345087725
0,3,euclid_dist,2.2308498922348012,0.8301187345087725
0,3,mse,0.006805160500109195,0.8264476522316243
0,3,rmse,0.08032828478291629,0.8267830992418176
0,3,euclid_dist,2.2491920682907116,0.8267830992418176
0,3,mse,0.007074983615241944,0.8414940106376184
0,3,rmse,0.08381894157379871,0.8407704562150741
0,3,euclid_dist,2.346930394554139,0.8407704562150741
0,3,mse,0.006957921355217695,0.8447363569321534
0,3,rmse,0.08434556191787124,0.8444966814159292
0,3,euclid_dist,2.361675952076911,0.8444966814159292
0,3,mse,0.006426528460159897,0.8226195214147021
0,3,rmse,0.07740976190045473,0.8242683302924266
0,3,euclid_dist,2.167473347210885,0.8242683302924266
0,3,mse,0.007516639737412334,0.8336879432624114
0,3,rmse,0.08562165554240343,0.8360457470292612
0,3,euclid_dist,2.3974063029289248,0.8360457470292612
0,3,mse,0.006402149749919773,0.8389725736525196
0,3,rmse,0.07940977945178745,0.8402455219688039
0,3,euclid_dist,2.223473864555359,0.8402455219688039
0,3,mse,0.008894837217871102,0.8414596901336371
0,3,rmse,0.09343319782614705,0.8418787043879417
0,3,euclid_dist,2.616129542684556,0.8418787043879417
0,3,mse,0.006092924869433046,0.8337130130217416
0,3,rmse,0.07742439445853236,0.8331044355307523
0,3,euclid_dist,2.1678829551339156,0.8331044355307523
0,3,mse,0.005381861074827613,0.8259973479530515
0,3,rmse,0.0724496317077428,0.8256980415829595
0,3,euclid_dist,2.0285895941853527,0.8256980415829595
0,3,mse,0.007224384166300297,0.8267246085160487
0,3,rmse,0.08417280942648653,0.8264191560613916
0,3,euclid_dist,2.3568385969161993,0.8264191560613916
0,3,mse,0.00659185313852504,0.8267675444342547
0,3,rmse,0.0883010820448398,0.8257958862832437
0,3,euclid_dist,2.4724303503036507,0.8257958862832437
0,3,mse,0.00749565913034603,0.8360759296402774
0,3,rmse,0.0868078133285046,0.8368395544943679
0,3,euclid_dist,2.430618692874908,0.8368395544943679
0,3,mse,0.008875932272523642,0.8374455680971753
0,3,rmse,0.09452806688100102,0.8399146994785995
0,3,euclid_dist,2.646785855948925,0.8399146994785995
0,3,mse,0.009366640504449608,0.8302617132677568
0,3,rmse,0.09314473688602448,0.8302887112145959
0,3,euclid_dist,2.608052764892578,0.8302887112145959
0,3,mse,0.006831904198229313,0.8322535880547736
0,3,rmse,0.08266263322979213,0.8322535880547736
0,3,euclid_dist,2.3145537234306333,0.8322535880547736
0,3,mse,0.006344882358331232,0.8251038007026509
0,3,rmse,0.07851861178874966,0.8247029152303439
0,3,euclid_dist,2.198521251678467,0.8247029152303439
0,3,mse,0.008070942634716631,0.8427702763835233
0,3,rmse,0.09108392766118051,0.84308459894457
0,3,euclid_dist,2.5503498762845993,0.84308459894457
0,3,mse,0.006281535631231964,0.8327277363421941
