,model_name,class_normal,method,best_threshold,best_roc_score
0,beta_vae,0,mse,0.018640715605393,0.829211355245908
0,beta_vae,0,rmse,0.133621638894081,0.833792014315347
0,beta_vae,0,euclid_dist,3.74140593566895,0.833792014315347
0,sparse_kl,0,mse,0.01151004236564,0.835222222222222
0,sparse_kl,0,rmse,0.106475156620145,0.835666666666667
0,sparse_kl,0,euclid_dist,2.98130453467369,0.835666666666667
0,beta_vae,0,mse,0.020104541863874,0.841222222222222
0,beta_vae,0,rmse,0.142124210971594,0.841333333333333
0,beta_vae,0,euclid_dist,3.97947772378921,0.841333333333333
0,sparse_kl,0,mse,0.007587637508102,0.819867660744043
0,sparse_kl,0,rmse,0.082828680574894,0.821704503646634
0,sparse_kl,0,euclid_dist,2.31920319914818,0.821704503646634
0,beta_vae,0,mse,0.018270915703848,0.839826757850542
0,beta_vae,0,rmse,0.135541924193501,0.838939446404224
0,beta_vae,0,euclid_dist,3.79517378053665,0.838939446404224
0,sparse_kl,0,mse,0.006175806766376,0.827315603301454
0,sparse_kl,0,rmse,0.078444085001946,0.827426961876065
0,sparse_kl,0,euclid_dist,2.19643464660645,0.827426961876065
0,beta_vae,0,mse,0.015406487094238,0.83451679112625
0,beta_vae,0,rmse,0.128799320310354,0.833719813092275
0,beta_vae,0,euclid_dist,3.60638103485107,0.833719813092275
0,sparse_kl,0,mse,0.016599118970148,0.796562465076788
0,sparse_kl,0,rmse,0.129108636470139,0.796675777682893
0,sparse_kl,0,euclid_dist,3.61504178247452,0.796675777682893
0,beta_vae,0,mse,0.024222875183076,0.808493236194673
0,beta_vae,0,rmse,0.148107564157248,0.806440252199578
0,beta_vae,0,euclid_dist,4.14701201190949,0.806440252199578
0,sparse_kl,0,mse,0.015036209620535,0.81481776877178
0,sparse_kl,0,rmse,0.123627333763242,0.817161392782269
0,sparse_kl,0,euclid_dist,3.4615651201725,0.817161392782269
0,beta_vae,0,mse,0.019611670920625,0.830981236984736
0,beta_vae,0,rmse,0.136607809841633,0.832457176713107
0,beta_vae,0,euclid_dist,3.8250189371109,0.832457176713107
0,sparse_kl,0,mse,0.007403961749747,0.814540576577159
0,sparse_kl,0,rmse,0.09030006326437,0.81496466250128
0,sparse_kl,0,euclid_dist,2.52840179901123,0.81496466250128
0,beta_vae,0,mse,0.017729254952073,0.833424979020326
0,beta_vae,0,rmse,0.133615780067444,0.831871494777094
0,beta_vae,0,euclid_dist,3.74124189910889,0.831871494777094
0,sparse_kl,0,mse,0.007874919231981,0.810396541319538
0,sparse_kl,0,rmse,0.087803347483277,0.81032052073248
0,sparse_kl,0,euclid_dist,2.45849368929863,0.81032052073248
0,beta_vae,0,mse,0.019740586572141,0.829253917729496
0,beta_vae,0,rmse,0.140862700939178,0.83004914431996
0,beta_vae,0,euclid_dist,3.94415540828705,0.83004914431996
0,sparse_kl,0,mse,0.006801411444694,0.839783370560377
0,sparse_kl,0,rmse,0.081885464054346,0.84021137279805
0,sparse_kl,0,euclid_dist,2.29279301323891,0.84021137279805
0,beta_vae,0,mse,0.018665102237463,0.852221538638791
0,beta_vae,0,rmse,0.141863193899393,0.853662389494638
0,beta_vae,0,euclid_dist,3.97216941165924,0.853662389494638
0,sparse_kl,0,mse,0.006745524530765,0.824858190568957
0,sparse_kl,0,rmse,0.082760040928423,0.822868919383487
0,sparse_kl,0,euclid_dist,2.3172813149929,0.822868919383487
0,beta_vae,0,mse,0.01709823015891,0.837479588036441
0,beta_vae,0,rmse,0.134441167756915,0.834784850741993
0,beta_vae,0,euclid_dist,3.76435270910263,0.834784850741993
0,sparse_kl,0,mse,0.006193304675631,0.832187222715173
0,sparse_kl,0,rmse,0.079778878986836,0.832241327071656
0,sparse_kl,0,euclid_dist,2.23380861282349,0.832241327071656
0,beta_vae,0,mse,0.018083212123253,0.847951428715707
0,beta_vae,0,rmse,0.135614340409637,0.845307529162248
0,beta_vae,0,euclid_dist,3.79720157909393,0.845307529162248
0,sparse_kl,0,mse,0.012289276348427,0.808264199756097
0,sparse_kl,0,rmse,0.10255917224139,0.810377531325237
0,sparse_kl,0,euclid_dist,2.87165676207542,0.810377531325237
0,beta_vae,0,mse,0.021529973328114,0.835260992747683
0,beta_vae,0,rmse,0.147187397369742,0.83613676697281
0,beta_vae,0,euclid_dist,4.12124736700058,0.83613676697281
0,sparse_kl,0,mse,0.007166356189176,0.834215134527913
0,sparse_kl,0,rmse,0.082603124991059,0.834848401414112
0,sparse_kl,0,euclid_dist,2.31288748612404,0.834848401414112
0,beta_vae,0,mse,0.020178107590787,0.845988391942642
0,beta_vae,0,rmse,0.134942222356796,0.845574290465754
0,beta_vae,0,euclid_dist,3.77838259263038,0.845574290465754
0,sparse_kl,0,mse,0.007919755971059,0.810905836544634
0,sparse_kl,0,rmse,0.088065572306514,0.810097156872752
0,sparse_kl,0,euclid_dist,2.46583581089973,0.810097156872752
0,beta_vae,0,mse,0.019965127458796,0.832394464847098
0,beta_vae,0,rmse,0.141911762729287,0.831514462489606
0,beta_vae,0,euclid_dist,3.97352901172638,0.831514462489606
0,sparse_kl,0,mse,0.008065239703283,0.847400326315989
0,sparse_kl,0,rmse,0.088759136013687,0.847962850974899
0,sparse_kl,0,euclid_dist,2.4852559196949,0.847962850974899
0,beta_vae,0,mse,0.020503363576532,0.866308218717857
0,beta_vae,0,rmse,0.140041601982713,0.866802689091846
0,beta_vae,0,euclid_dist,3.92116515774727,0.866802689091846
0,sparse_kl,0,mse,0.006090791547671,0.83331169159074
0,sparse_kl,0,rmse,0.077732990455627,0.834088089106268
0,sparse_kl,0,euclid_dist,2.17652382068634,0.834088089106268
0,beta_vae,0,mse,0.016193561777473,0.850884786576348
0,beta_vae,0,rmse,0.127420971959829,0.850552044783979
0,beta_vae,0,euclid_dist,3.567787150383,0.850552044783979
0,sparse_kl,0,mse,0.00756531771645,0.813852890389727
0,sparse_kl,0,rmse,0.084990393944085,0.817990016678159
0,sparse_kl,0,euclid_dist,2.37973094058037,0.817990016678159
0,beta_vae,0,mse,0.016759371560067,0.830024448303828
0,beta_vae,0,rmse,0.129753509610891,0.829137726956012
0,beta_vae,0,euclid_dist,3.63309836387634,0.829137726956012
0,sparse_kl,0,mse,0.006643553352915,0.825791542589092
0,sparse_kl,0,rmse,0.083436054050922,0.825982862680005
0,sparse_kl,0,euclid_dist,2.33620961523056,0.825982862680005
0,beta_vae,0,mse,0.015675166130997,0.839949229316615
0,beta_vae,0,rmse,0.125874717488885,0.837726019000919
0,beta_vae,0,euclid_dist,3.52449192142487,0.837726019000919
0,sparse_kl,0,mse,0.007585482544266,0.827481820711799
0,sparse_kl,0,rmse,0.080844743549824,0.827666879334205
0,sparse_kl,0,euclid_dist,2.26365301036835,0.827666879334205
0,beta_vae,0,mse,0.018203817186877,0.850595216684242
0,beta_vae,0,rmse,0.135261032044888,0.850455121154236
0,beta_vae,0,euclid_dist,3.78730848455429,0.850455121154236
0,sparse_kl,0,mse,0.006645042114705,0.840182067123815
0,sparse_kl,0,rmse,0.081068139588833,0.840327283288448
0,sparse_kl,0,euclid_dist,2.26990802679062,0.840327283288448
0,beta_vae,0,mse,0.016944133199751,0.864568953161186
0,beta_vae,0,rmse,0.130678413718939,0.863906993761363
0,beta_vae,0,euclid_dist,3.65899580955505,0.863906993761363
0,sparse_kl,0,mse,0.007135670724511,0.831923615994984
0,sparse_kl,0,rmse,0.085349634101242,0.830260276008291
0,sparse_kl,0,euclid_dist,2.3897897061348,0.830260276008291
0,beta_vae,0,mse,0.018968169480935,0.841787120486341
0,beta_vae,0,rmse,0.138781468097866,0.841757534941432
0,beta_vae,0,euclid_dist,3.88588111562729,0.841757534941432
0,sparse_kl,0,mse,0.007059430848807,0.831453297548489
0,sparse_kl,0,rmse,0.084945508137345,0.831791117585169
0,sparse_kl,0,euclid_dist,2.37847400188446,0.831791117585169
0,beta_vae,0,mse,0.018757289480418,0.834479655160105
0,beta_vae,0,rmse,0.137434983849525,0.835374984490023
0,beta_vae,0,euclid_dist,3.84817999362946,0.835374984490023
0,sparse_kl,0,mse,0.006223700128496,0.822676442736185
0,sparse_kl,0,rmse,0.079846069201827,0.823908895944741
0,sparse_kl,0,euclid_dist,2.23568990111351,0.823908895944741
0,beta_vae,0,mse,0.019043017029762,0.83074831495098
0,beta_vae,0,rmse,0.13063661262393,0.833439519273619
0,beta_vae,0,euclid_dist,3.65782486438751,0.833439519273619
0,sparse_kl,0,mse,0.007077226719819,0.821766189347447
0,sparse_kl,0,rmse,0.086185032972694,0.822333344156898
0,sparse_kl,0,euclid_dist,2.41318065738678,0.822333344156898
0,beta_vae,0,mse,0.019670212340355,0.833904817568811
0,beta_vae,0,rmse,0.140798785638809,0.833760864153435
0,beta_vae,0,euclid_dist,3.94236596012115,0.833760864153435
0,sparse_kl,0,mse,0.006498896408267,0.834169172207831
0,sparse_kl,0,rmse,0.081996726334095,0.835109271446137
0,sparse_kl,0,euclid_dist,2.29590841293335,0.835109271446137
0,beta_vae,0,mse,0.017392107320018,0.856487035937121
0,beta_vae,0,rmse,0.134471460883319,0.85529737031218
0,beta_vae,0,euclid_dist,3.76520083732605,0.85529737031218
0,sparse_kl,0,mse,0.005885865435004,0.826663848574515
0,sparse_kl,0,rmse,0.080381197695434,0.827769949744023
0,sparse_kl,0,euclid_dist,2.25067368328571,0.827769949744023
0,beta_vae,0,mse,0.017659284828231,0.841822835940068
0,beta_vae,0,rmse,0.13542002183795,0.843891785261378
0,beta_vae,0,euclid_dist,3.79176067018509,0.843891785261378
0,sparse_kl,0,mse,0.007859786249697,0.8251595787933
0,sparse_kl,0,rmse,0.086683243185282,0.829309982653006
0,sparse_kl,0,euclid_dist,2.4271308195591,0.829309982653006
0,beta_vae,0,mse,0.018461213786155,0.849003225456714
0,beta_vae,0,rmse,0.132981117010117,0.847642909416165
0,beta_vae,0,euclid_dist,3.72347157669067,0.847642909416165
0,sparse_kl,0,mse,0.005933962568175,0.83928918407266
0,sparse_kl,0,rmse,0.0764212420322,0.840122858216178
0,sparse_kl,0,euclid_dist,2.13979470527172,0.840122858216178
0,beta_vae,0,mse,0.018572620661929,0.846461927647077
0,beta_vae,0,rmse,0.13335251480341,0.845501953258731
0,beta_vae,0,euclid_dist,3.73387037086487,0.845501953258731
0,sparse_kl,0,mse,0.007343884331547,0.817234498144598
0,sparse_kl,0,rmse,0.088773071037233,0.819267032141616
0,sparse_kl,0,euclid_dist,2.4856461411953,0.819267032141616
0,beta_vae,0,mse,0.015500549838692,0.833781768853911
0,beta_vae,0,rmse,0.126441882808507,0.832494758909853
0,beta_vae,0,euclid_dist,3.54037277083397,0.832494758909853
0,sparse_kl,0,mse,0.006243422905914,0.826517558981734
0,sparse_kl,0,rmse,0.079565978144109,0.826709398051143
0,sparse_kl,0,euclid_dist,2.22784737606049,0.826709398051143
0,beta_vae,0,mse,0.018193090892583,0.836095025749017
0,beta_vae,0,rmse,0.131900295031071,0.839429820922399
0,beta_vae,0,euclid_dist,3.69320843582153,0.839429820922399
0,sparse_kl,0,mse,0.007195687492378,0.822838206230499
0,sparse_kl,0,rmse,0.084651872932911,0.821381319227825
0,sparse_kl,0,euclid_dist,2.3702524433136,0.821381319227825
0,beta_vae,0,mse,0.016695668186992,0.837424279186109
0,beta_vae,0,rmse,0.12914447543025,0.836418242968806
0,beta_vae,0,euclid_dist,3.61604522752762,0.836418242968806
0,sparse_kl,1,mse,0.009535437333025,0.957307244100147
0,sparse_kl,1,rmse,0.095659604905546,0.958024244539931
0,sparse_kl,1,euclid_dist,2.6784690448761,0.958024244539931
0,beta_vae,1,mse,0.013293254465237,0.964059283444477
0,beta_vae,1,rmse,0.119321440547705,0.963806450950496
0,beta_vae,1,euclid_dist,3.34100051221848,0.963806450950496
0,sparse_kl,1,mse,0.007092786333337,0.946896630366125
0,sparse_kl,1,rmse,0.083489468434453,0.945989721845797
0,sparse_kl,1,euclid_dist,2.33770515604019,0.945989721845797
0,beta_vae,1,mse,0.012407976327464,0.941928813126449
0,beta_vae,1,rmse,0.112314424739778,0.94199138063209
0,beta_vae,1,euclid_dist,3.14480380997658,0.94199138063209
0,sparse_kl,1,mse,0.006433984867763,0.951276187162747
0,sparse_kl,1,rmse,0.080193121824414,0.951276187162747
0,sparse_kl,1,euclid_dist,2.24540734291077,0.951276187162747
0,beta_vae,1,mse,0.01330937557295,0.948841659333238
0,beta_vae,1,rmse,0.119535038754344,0.948637005505188
0,beta_vae,1,euclid_dist,3.34698123264313,0.948637005505188
0,sparse_kl,1,mse,0.006658172370633,0.962387089275584
0,sparse_kl,1,rmse,0.080122969686985,0.962640363187851
0,sparse_kl,1,euclid_dist,2.24344331874847,0.962640363187851
0,beta_vae,1,mse,0.014114341252297,0.96073560458738
0,beta_vae,1,rmse,0.117117004342377,0.961211794237498
0,beta_vae,1,euclid_dist,3.27927602894306,0.961211794237498
0,sparse_kl,1,mse,0.00788118622452,0.946759683828988
0,sparse_kl,1,rmse,0.079291845081002,0.947089392549893
0,sparse_kl,1,euclid_dist,2.22017155749798,0.947089392549893
0,beta_vae,1,mse,0.011842270158045,0.947956242630683
0,beta_vae,1,rmse,0.109575333181024,0.947510808332241
0,beta_vae,1,euclid_dist,3.06810937933922,0.947510808332241
0,sparse_kl,1,mse,0.007415296752052,0.949336934166402
0,sparse_kl,1,rmse,0.087101296502352,0.948336489524339
0,sparse_kl,1,euclid_dist,2.43883634209633,0.948336489524339
0,beta_vae,1,mse,0.014966247114074,0.948429935216891
0,beta_vae,1,rmse,0.123248518521339,0.947096009027474
0,beta_vae,1,euclid_dist,3.45095831346512,0.947096009027474
0,sparse_kl,1,mse,0.012064196402673,0.959420150421041
0,sparse_kl,1,rmse,0.111138787876815,0.959773144365264
0,sparse_kl,1,euclid_dist,3.11188574624062,0.959773144365264
0,beta_vae,1,mse,0.015128826843575,0.961275683527717
0,beta_vae,1,rmse,0.123817056242377,0.961739566804386
0,beta_vae,1,euclid_dist,3.46687753987312,0.961739566804386
0,sparse_kl,1,mse,0.005674111714773,0.956334444842899
0,sparse_kl,1,rmse,0.075763472463191,0.956001259591899
0,sparse_kl,1,euclid_dist,2.12137721631527,0.956001259591899
0,beta_vae,1,mse,0.012142704679817,0.948635501579842
0,beta_vae,1,rmse,0.123100842797756,0.948360300375201
0,beta_vae,1,euclid_dist,3.44682360327244,0.948360300375201
0,sparse_kl,1,mse,0.005676438641734,0.953646817594087
0,sparse_kl,1,rmse,0.075342130064964,0.953646817594087
0,sparse_kl,1,euclid_dist,2.10957966327667,0.953646817594087
0,beta_vae,1,mse,0.012550479754433,0.952125181878448
0,beta_vae,1,rmse,0.109741971701384,0.953329753896463
0,beta_vae,1,euclid_dist,3.07277510900497,0.953329753896463
0,sparse_kl,1,mse,0.005999303435907,0.95607419989945
0,sparse_kl,1,rmse,0.075777236033231,0.955802652820032
0,sparse_kl,1,euclid_dist,2.12176276803017,0.955802652820032
0,beta_vae,1,mse,0.01218083765544,0.958291003268992
0,beta_vae,1,rmse,0.107253098800778,0.957082868099293
0,beta_vae,1,euclid_dist,3.0030867626667,0.957082868099293
0,sparse_kl,1,mse,0.004021045342786,0.957519404575764
0,sparse_kl,1,rmse,0.064713685901463,0.958486127568871
0,sparse_kl,1,euclid_dist,1.81198326888084,0.958486127568871
0,beta_vae,1,mse,0.013544232400507,0.956512364939245
0,beta_vae,1,rmse,0.117213094618917,0.955844510976644
0,beta_vae,1,euclid_dist,3.28196660041809,0.955844510976644
0,sparse_kl,1,mse,0.00613847385738,0.965207289698526
0,sparse_kl,1,rmse,0.077223336240277,0.964935258401974
0,sparse_kl,1,euclid_dist,2.16225358011723,0.964935258401974
0,beta_vae,1,mse,0.013116538323462,0.962502706433818
0,beta_vae,1,rmse,0.115839280283451,0.962111314466328
0,beta_vae,1,euclid_dist,3.2435000743866,0.962111314466328
0,sparse_kl,1,mse,0.00607534325067,0.954024111095565
0,sparse_kl,1,rmse,0.081614492290467,0.954107461399112
0,sparse_kl,1,euclid_dist,2.28520578501224,0.954107461399112
0,beta_vae,1,mse,0.013119402346108,0.954107461399112
0,beta_vae,1,rmse,0.110361364737153,0.955461846109942
0,beta_vae,1,euclid_dist,3.09011825013161,0.955461846109942
0,sparse_kl,1,mse,0.00546745829545,0.962628057730367
0,sparse_kl,1,rmse,0.072953277464211,0.963615116295842
0,sparse_kl,1,euclid_dist,2.04269160490036,0.963615116295842
0,beta_vae,1,mse,0.015560189473629,0.957403784793877
0,beta_vae,1,rmse,0.122467306101322,0.958207059968098
0,beta_vae,1,euclid_dist,3.4290845375061,0.958207059968098
0,sparse_kl,1,mse,0.005137148132036,0.957233564696672
0,sparse_kl,1,rmse,0.068962559640408,0.957211923932499
0,sparse_kl,1,euclid_dist,1.9309516544342,0.957211923932499
0,beta_vae,1,mse,0.013323171192594,0.950269095403202
0,beta_vae,1,rmse,0.11701532959938,0.950112467694196
0,beta_vae,1,euclid_dist,3.27642906813621,0.950112467694196
0,sparse_kl,1,mse,0.005495131804794,0.957392624462255
0,sparse_kl,1,rmse,0.076179706168175,0.957928656656901
0,sparse_kl,1,euclid_dist,2.13303166897297,0.957928656656901
0,beta_vae,1,mse,0.01210665939562,0.959184850868107
0,beta_vae,1,rmse,0.114402385246754,0.958720215951346
0,beta_vae,1,euclid_dist,3.20326679348946,0.958720215951346
0,sparse_kl,1,mse,0.007281290530646,0.959366219724722
0,sparse_kl,1,rmse,0.083529846945405,0.959944754656139
0,sparse_kl,1,euclid_dist,2.33883542613983,0.959944754656139
0,beta_vae,1,mse,0.012060938545689,0.962589655131534
0,beta_vae,1,rmse,0.113652604371309,0.963252362153383
0,beta_vae,1,euclid_dist,3.18227314686775,0.963252362153383
0,sparse_kl,1,mse,0.007657992246118,0.954761392868189
0,sparse_kl,1,rmse,0.085589611047506,0.954906609032823
0,sparse_kl,1,euclid_dist,2.39650919151306,0.954906609032823
0,beta_vae,1,mse,0.014536926689744,0.953507253264535
0,beta_vae,1,rmse,0.120068729552627,0.954058886097721
0,beta_vae,1,euclid_dist,3.36192406129837,0.954058886097721
0,sparse_kl,1,mse,0.005226042005047,0.949375389176351
0,sparse_kl,1,rmse,0.06956145209074,0.949140735352734
0,sparse_kl,1,euclid_dist,1.9477205657959,0.949140735352734
0,beta_vae,1,mse,0.013125196748413,0.946954000503289
0,beta_vae,1,rmse,0.112105715602636,0.947798019540097
0,beta_vae,1,euclid_dist,3.13895998239517,0.947798019540097
0,sparse_kl,1,mse,0.006012050251476,0.956681011027673
0,sparse_kl,1,rmse,0.088920548431575,0.957063259702515
0,sparse_kl,1,euclid_dist,2.48977533481121,0.957063259702515
0,beta_vae,1,mse,0.012440122940391,0.953531139217019
0,beta_vae,1,rmse,0.112301394696534,0.95286476871502
0,beta_vae,1,euclid_dist,3.14443889799118,0.95286476871502
0,sparse_kl,1,mse,0.007102791029355,0.945650370434494
0,sparse_kl,1,rmse,0.088526988532394,0.945611595645682
0,sparse_kl,1,euclid_dist,2.47875576764345,0.945611595645682
0,beta_vae,1,mse,0.013046456525102,0.936117182822228
0,beta_vae,1,rmse,0.115066244140267,0.937706047424272
0,beta_vae,1,euclid_dist,3.22185472989082,0.937706047424272
0,sparse_kl,1,mse,0.004837715590373,0.955738510396621
0,sparse_kl,1,rmse,0.069440001882613,0.954920297252671
0,sparse_kl,1,euclid_dist,1.94432009875774,0.954920297252671
0,beta_vae,1,mse,0.011452985237539,0.953924501722687
0,beta_vae,1,rmse,0.105455025231838,0.954434015952051
0,beta_vae,1,euclid_dist,2.95274088330269,0.954434015952051
0,sparse_kl,1,mse,0.006561344057089,0.961607326816799
0,sparse_kl,1,rmse,0.080287925072014,0.961243119257691
0,sparse_kl,1,euclid_dist,2.24806196844578,0.961243119257691
0,beta_vae,1,mse,0.012461773806717,0.956303753662588
0,beta_vae,1,rmse,0.112562088657171,0.955306855124706
0,beta_vae,1,euclid_dist,3.15173857069016,0.955306855124706
0,sparse_kl,1,mse,0.011042996577919,0.949403397696671
0,sparse_kl,1,rmse,0.102815633672476,0.949154514983097
0,sparse_kl,1,euclid_dist,2.87883769943714,0.949154514983097
0,beta_vae,1,mse,0.014521823022142,0.951671990488741
0,beta_vae,1,rmse,0.121403172591329,0.950894903454993
0,beta_vae,1,euclid_dist,3.39928912200928,0.950894903454993
0,sparse_kl,1,mse,0.006092037671525,0.954664710403899
0,sparse_kl,1,rmse,0.077398809945583,0.954515057218852
